accuracy,avg_evidence_recall,avg_official_score,avg_ppl,avg_primary_score,avg_tokens_per_second,contains_ground_truth,context_length,method,n,official_accuracy
1.0,0.0,100.0,1.1023815443932306,100.0,5.0453176369128405,1.0,16343,attention,3,1.0
0.6666666666666666,0.0,86.66666666666667,1.9854779091017685,86.66666666666667,4.270235087116698,1.0,16346,attention,3,0.6666666666666666
0.6666666666666666,0.0,83.33333333333333,2.3356168748009627,83.33333333333333,5.344595757942603,1.0,16349,attention,6,0.6666666666666666
0.6666666666666666,0.0,86.66666666666667,2.214887109319244,86.66666666666667,5.326141443144687,1.0,16352,attention,6,0.6666666666666666
0.6666666666666666,0.0,86.66666666666667,3.2325024356125027,86.66666666666667,4.833035301607971,1.0,16354,attention,3,0.6666666666666666
0.6666666666666666,0.0,86.66666666666667,1.3348113334895235,86.66666666666667,4.334668611141859,1.0,16355,attention,3,0.6666666666666666
0.6666666666666666,0.0,86.66666666666667,5.058340175280957,86.66666666666667,5.105587279675469,1.0,16357,attention,3,0.6666666666666666
0.6666666666666666,0.0,66.66666666666667,3.823920927499858,66.66666666666667,5.004324771893606,0.6666666666666666,16359,attention,3,0.6666666666666666
0.3333333333333333,0.0,80.0,1.469581295835748,80.0,4.890096968262296,1.0,16343,attention_l1,3,0.3333333333333333
1.0,0.0,100.0,1.091047030140632,100.0,5.212446531819026,1.0,16346,attention_l1,3,1.0
0.8333333333333334,0.0,96.66666666666667,1.1031135500413878,96.66666666666667,5.1083637329306875,1.0,16349,attention_l1,6,0.8333333333333334
0.8333333333333334,0.0,93.33333333333333,1.2862481378777593,93.33333333333333,5.579155561130089,1.0,16352,attention_l1,6,0.8333333333333334
0.6666666666666666,0.0,93.33333333333333,1.5048586432207447,93.33333333333333,5.172217647088229,1.0,16354,attention_l1,3,0.6666666666666666
0.6666666666666666,0.0,93.33333333333333,1.1739192060718546,93.33333333333333,5.089827675070304,1.0,16355,attention_l1,3,0.6666666666666666
