experiment_name,run_id,sample_id,model_name,model_family,backend,quant_bits,method,method_family,budget,benchmark,context_length,needle_depth,ppl,mean_nll,contains_ground_truth,exact_match,answer_f1,correct,official_score,official_correct,official_metric_name,official_metric_implementation,dataset_official,primary_metric,primary_score,evidence_recall,evidence_precision,max_kv_len,final_kv_len,avg_kv_len,total_time_s,prefill_time_s,decode_time_s,eviction_time_s,score_time_s,topk_time_s,cache_rebuild_time_s,tokens_per_second,avg_ms_per_token,score_update_count,eviction_count,skipped,skipped_reason,unsupported_reason,oracle
official_ruler_niah_single_qwen25_7b,20260611_225910,4,mlx-community/Qwen2.5-7B-Instruct-4bit,qwen,mlx,4,random,random,128,ruler,15687,,54.811841150452466,4.00390625,False,False,0.0,False,0.0,False,string_match_all,ruler_public_string_match,True,string_match_all,0.0,0.0,0.0,128,128,128.0,175.3647054590001,84.11465220900027,5.562258492000183,1.4920298339930014,0.002957687994239677,0.1749867519847612,0.6827106730070227,23.012235081144407,43.45514446875143,0,3612,False,,,False
official_ruler_niah_single_qwen25_7b,20260611_225910,5,mlx-community/Qwen2.5-7B-Instruct-4bit,qwen,mlx,4,random,random,128,ruler,15690,,74.69973633644908,4.3134765625,False,False,0.0,False,0.0,False,string_match_all,ruler_public_string_match,True,string_match_all,0.0,0.0,0.0,128,128,128.0,180.447898292,86.1306084580001,6.146121248001691,1.5398584950071381,0.002988355994602898,0.17939990699869668,0.7034820939825295,20.826142998987706,48.01657225001321,0,3612,False,,,False
official_ruler_niah_single_qwen25_7b,20260611_225910,6,mlx-community/Qwen2.5-7B-Instruct-4bit,qwen,mlx,4,random,random,128,ruler,15690,,52.970044862619616,3.9697265625,False,False,0.0,False,0.0,False,string_match_all,ruler_public_string_match,True,string_match_all,0.0,0.0,0.0,128,128,128.0,176.78807591700024,84.6937111670004,5.745367167004588,1.5047474590010097,0.003007400981914543,0.17649374498432735,0.6916701079844643,22.278819835066216,44.88568099222334,0,3612,False,,,False
official_ruler_niah_single_qwen25_7b,20260611_225910,7,mlx-community/Qwen2.5-7B-Instruct-4bit,qwen,mlx,4,random,random,128,ruler,15687,,32.76162341337829,3.4892578125,False,False,0.0,False,0.0,False,string_match_all,ruler_public_string_match,True,string_match_all,0.0,0.0,0.0,128,128,128.0,177.16607141700115,83.98975937500018,5.9249630859976605,1.4732017550013552,0.0028937000170117244,0.17358466000496264,0.6721090690334677,21.603510121860452,46.28877410935672,0,3612,False,,,False
official_ruler_niah_single_qwen25_7b,20260611_225910,8,mlx-community/Qwen2.5-7B-Instruct-4bit,qwen,mlx,4,random,random,128,ruler,15693,,21.008389858307645,3.044921875,False,False,0.0,False,0.0,False,string_match_all,ruler_public_string_match,True,string_match_all,0.0,0.0,0.0,128,128,128.0,177.88973612500013,83.99908208299985,6.0075638320004145,1.5152831509985845,0.002909733027081529,0.17410296197431308,0.6970529349973731,21.306473568900593,46.93409243750324,0,3612,False,,,False
official_ruler_niah_single_qwen25_7b,20260611_225910,9,mlx-community/Qwen2.5-7B-Instruct-4bit,qwen,mlx,4,random,random,128,ruler,15690,,46.066137010589394,3.830078125,False,False,0.0,False,0.0,False,string_match_all,ruler_public_string_match,True,string_match_all,0.0,0.0,0.0,128,128,128.0,178.26464583400048,85.6934553330002,6.075076044990965,1.5060252089915593,0.002988174014717515,0.17621572202915559,0.6929684769856976,21.06969510374094,47.46153160149191,0,3612,False,,,False
official_ruler_niah_single_qwen25_7b,20260611_225910,10,mlx-community/Qwen2.5-7B-Instruct-4bit,qwen,mlx,4,random,random,128,ruler,15687,,27.346642204097876,3.30859375,False,False,0.0,False,0.0,False,string_match_all,ruler_public_string_match,True,string_match_all,0.0,0.0,0.0,128,128,128.0,177.7457795830005,85.43245929099976,6.0222962480020215,1.5017480509941379,0.006923258037204505,0.17401106596116733,0.6942576260071291,21.254351285436304,47.04918943751579,0,3612,False,,,False
official_ruler_niah_single_qwen25_7b,20260611_225910,11,mlx-community/Qwen2.5-7B-Instruct-4bit,qwen,mlx,4,random,random,128,ruler,15684,,70.65525591042105,4.2578125,False,False,0.0,False,0.0,False,string_match_all,ruler_public_string_match,True,string_match_all,0.0,0.0,0.0,128,128,128.0,175.96774458400068,84.21328433300005,5.977343167000981,1.480234036004731,0.0028560449618453276,0.17408381001769158,0.6760043270014648,21.414196311606712,46.69799349219517,0,3612,False,,,False
official_ruler_niah_single_qwen25_7b,20260611_225910,12,mlx-community/Qwen2.5-7B-Instruct-4bit,qwen,mlx,4,random,random,128,ruler,15687,,26.89639297585512,3.2919921875,False,False,0.0,False,0.0,False,string_match_all,ruler_public_string_match,True,string_match_all,0.0,0.0,0.0,128,128,128.0,177.03678595800102,86.04016191600022,5.550633786000617,1.4828287960017406,0.0028213830082677305,0.17266423998262326,0.6797447399985685,23.060429661713908,43.36432645312982,0,3612,False,,,False
official_ruler_niah_single_qwen25_7b,20260611_225910,13,mlx-community/Qwen2.5-7B-Instruct-4bit,qwen,mlx,4,random,random,128,ruler,15684,,37.305494633128845,3.619140625,False,False,0.0,False,0.0,False,string_match_all,ruler_public_string_match,True,string_match_all,0.0,0.0,0.0,128,128,128.0,175.70390791699992,84.46974637499989,5.773084840996489,1.5120339960085403,0.002982051058097568,0.1788074549922385,0.6922399490067619,22.1718550004725,45.10222532028507,0,3612,False,,,False
official_ruler_niah_single_qwen25_7b,20260611_225910,14,mlx-community/Qwen2.5-7B-Instruct-4bit,qwen,mlx,4,random,random,128,ruler,15687,,40.33685733281881,3.697265625,False,False,0.0,False,0.0,False,string_match_all,ruler_public_string_match,True,string_match_all,0.0,0.0,0.0,128,128,128.0,176.45286854200003,84.34490087500035,5.903308414995081,1.5137567459914862,0.003011904963386769,0.17514585999288101,0.6956836199524332,21.68275668519458,46.11959699214907,0,3612,False,,,False
official_ruler_niah_single_qwen25_7b,20260611_225910,15,mlx-community/Qwen2.5-7B-Instruct-4bit,qwen,mlx,4,random,random,128,ruler,15684,,60.908637772317434,4.109375,False,False,0.0,False,0.0,False,string_match_all,ruler_public_string_match,True,string_match_all,0.0,0.0,0.0,128,128,128.0,176.5787337089996,85.48460666600022,5.540697542996895,1.4565530290028619,0.0027762589879785082,0.16946389000258932,0.6682948010056862,23.101784388462825,43.286699554663244,0,3612,False,,,False
official_ruler_niah_single_qwen25_7b,20260611_225910,16,mlx-community/Qwen2.5-7B-Instruct-4bit,qwen,mlx,4,random,random,128,ruler,15684,,56.93966437670632,4.0419921875,False,False,0.0,False,0.0,False,string_match_all,ruler_public_string_match,True,string_match_all,0.0,0.0,0.0,128,128,128.0,177.27805804200034,83.96329170899935,5.611265010995339,1.470706835000783,0.002921522046563041,0.17309053299868538,0.6756113899900811,22.811255527796764,43.83800789840109,0,3612,False,,,False
official_ruler_niah_single_qwen25_7b,20260611_225910,17,mlx-community/Qwen2.5-7B-Instruct-4bit,qwen,mlx,4,random,random,128,ruler,15684,,124.48917321564447,4.82421875,False,False,0.0,False,0.0,False,string_match_all,ruler_public_string_match,True,string_match_all,0.0,0.0,0.0,128,128,128.0,174.0376727920002,84.14811216599992,5.504425749997608,1.469548247997409,0.0028251319918126683,0.1717413909818788,0.6712091850040451,23.254015189514657,43.003326171856315,0,3612,False,,,False
official_ruler_niah_single_qwen25_7b,20260611_225910,18,mlx-community/Qwen2.5-7B-Instruct-4bit,qwen,mlx,4,random,random,128,ruler,15696,,100.02986085865793,4.60546875,False,False,0.0,False,0.0,False,string_match_all,ruler_public_string_match,True,string_match_all,0.0,0.0,0.0,128,128,128.0,178.14656558200022,84.7264132500004,6.001978298000722,1.5165434609907607,0.002831425002113974,0.17283895399759786,0.6960577700010617,21.326301703329584,46.89045545313064,0,3612,False,,,False
official_ruler_niah_single_qwen25_7b,20260611_225910,19,mlx-community/Qwen2.5-7B-Instruct-4bit,qwen,mlx,4,random,random,128,ruler,15687,,30.74665629604239,3.42578125,False,False,0.0,False,0.0,False,string_match_all,ruler_public_string_match,True,string_match_all,0.0,0.0,0.0,128,128,128.0,176.83375254099883,84.93413812500057,6.035097709002002,1.5102982569997039,0.0028098990169382887,0.1718553449936735,0.6951648420063066,21.20926721850321,47.149200851578144,0,3612,False,,,False
official_ruler_niah_single_qwen25_7b,20260611_225910,0,mlx-community/Qwen2.5-7B-Instruct-4bit,qwen,mlx,4,recency,recency,128,ruler,15687,,232.57639460420748,5.44921875,False,False,0.0,False,0.0,False,string_match_all,ruler_public_string_match,True,string_match_all,0.0,0.0,0.0,128,128,128.0,209.07215391700083,101.68703258300047,5.415510457999517,0.0,0.0,0.0,0.0,23.635814387713886,42.308675453121225,0,15679,False,,,False
official_ruler_niah_single_qwen25_7b,20260611_225910,1,mlx-community/Qwen2.5-7B-Instruct-4bit,qwen,mlx,4,recency,recency,128,ruler,15693,,141.3405003073543,4.951171875,False,False,0.0,False,0.0,False,string_match_all,ruler_public_string_match,True,string_match_all,0.0,0.0,0.0,128,128,128.0,213.05931679099922,103.47362437500033,5.987177835001603,0.0,0.0,0.0,0.0,21.379020888890256,46.77482683595002,0,15685,False,,,False
official_ruler_niah_single_qwen25_7b,20260611_225910,2,mlx-community/Qwen2.5-7B-Instruct-4bit,qwen,mlx,4,recency,recency,128,ruler,15687,,105.03534105469795,4.654296875,False,False,0.0,False,0.0,False,string_match_all,ruler_public_string_match,True,string_match_all,0.0,0.0,0.0,128,128,128.0,211.75651541700063,103.03523162500005,5.4949929189915565,0.0,0.0,0.0,0.0,23.293933565885396,42.929632179621535,0,15679,False,,,False
official_ruler_niah_single_qwen25_7b,20260611_225910,3,mlx-community/Qwen2.5-7B-Instruct-4bit,qwen,mlx,4,recency,recency,128,ruler,15687,,89.84148817327737,4.498046875,False,False,0.0,False,0.0,False,string_match_all,ruler_public_string_match,True,string_match_all,0.0,0.0,0.0,128,128,128.0,211.77812037500007,103.04371587500009,5.502520917998481,0.0,0.0,0.0,0.0,23.26206513478543,42.988444671863135,0,15679,False,,,False
official_ruler_niah_single_qwen25_7b,20260611_225910,4,mlx-community/Qwen2.5-7B-Instruct-4bit,qwen,mlx,4,recency,recency,128,ruler,15687,,125.4655539023251,4.83203125,False,False,0.0,False,0.0,False,string_match_all,ruler_public_string_match,True,string_match_all,0.0,0.0,0.0,128,128,128.0,211.68721412499963,102.98004579200006,5.495420168997043,0.0,0.0,0.0,0.0,23.29212254271742,42.9329700702894,0,15679,False,,,False
official_ruler_niah_single_qwen25_7b,20260611_225910,5,mlx-community/Qwen2.5-7B-Instruct-4bit,qwen,mlx,4,recency,recency,128,ruler,15690,,217.20885910408234,5.380859375,False,False,0.0,False,0.0,False,string_match_all,ruler_public_string_match,True,string_match_all,0.0,0.0,0.0,128,128,128.0,212.80993666700124,103.75439883299987,5.514203619002728,0.0,0.0,0.0,0.0,23.212780819136572,43.079715773458815,0,15682,False,,,False
official_ruler_niah_single_qwen25_7b,20260611_225910,6,mlx-community/Qwen2.5-7B-Instruct-4bit,qwen,mlx,4,recency,recency,128,ruler,15690,,258.44618746623325,5.5546875,False,False,0.0,False,0.0,False,string_match_all,ruler_public_string_match,True,string_match_all,0.0,0.0,0.0,128,128,128.0,212.32160383300106,103.31611350000094,5.479603247000341,0.0,0.0,0.0,0.0,23.3593554551728,42.809400367190165,0,15682,False,,,False
official_ruler_niah_single_qwen25_7b,20260611_225910,7,mlx-community/Qwen2.5-7B-Instruct-4bit,qwen,mlx,4,recency,recency,128,ruler,15687,,110.29129477712178,4.703125,False,False,0.0,False,0.0,False,string_match_all,ruler_public_string_match,True,string_match_all,0.0,0.0,0.0,128,128,128.0,211.65646899900094,102.99800145799964,5.474185169010525,0.0,0.0,0.0,0.0,23.382475390969716,42.76707163289473,0,15679,False,,,False
official_ruler_niah_single_qwen25_7b,20260611_225910,8,mlx-community/Qwen2.5-7B-Instruct-4bit,qwen,mlx,4,recency,recency,128,ruler,15693,,245.17031321124432,5.501953125,False,False,0.0,False,0.0,False,string_match_all,ruler_public_string_match,True,string_match_all,0.0,0.0,0.0,128,128,128.0,212.4939232500019,103.36365716699947,5.484338499998557,0.0,0.0,0.0,0.0,23.339186667641624,42.84639453123873,0,15685,False,,,False
official_ruler_niah_single_qwen25_7b,20260611_225910,9,mlx-community/Qwen2.5-7B-Instruct-4bit,qwen,mlx,4,recency,recency,128,ruler,15690,,320.3875157950033,5.76953125,False,False,0.0,False,0.0,False,string_match_all,ruler_public_string_match,True,string_match_all,0.0,0.0,0.0,128,128,128.0,212.33939137500056,103.30620370799988,5.499509661005504,0.0,0.0,0.0,0.0,23.274802280572246,42.9649192266055,0,15682,False,,,False
official_ruler_niah_single_qwen25_7b,20260611_225910,10,mlx-community/Qwen2.5-7B-Instruct-4bit,qwen,mlx,4,recency,recency,128,ruler,15687,,264.05881832066245,5.576171875,False,False,0.0,False,0.0,False,string_match_all,ruler_public_string_match,True,string_match_all,0.0,0.0,0.0,128,128,128.0,211.6929817500004,102.97043599999961,5.481729456014364,0.0,0.0,0.0,0.0,23.35029501676024,42.826011375112216,0,15679,False,,,False
official_ruler_niah_single_qwen25_7b,20260611_225910,11,mlx-community/Qwen2.5-7B-Instruct-4bit,qwen,mlx,4,recency,recency,128,ruler,15684,,68.48142221881122,4.2265625,False,False,0.0,False,0.0,False,string_match_all,ruler_public_string_match,True,string_match_all,0.0,0.0,0.0,128,128,128.0,212.6857655420008,103.4992864169999,5.538011410993931,0.0,0.0,0.0,0.0,23.112989573459053,43.26571414839009,0,15676,False,,,False
official_ruler_niah_single_qwen25_7b,20260611_225910,12,mlx-community/Qwen2.5-7B-Instruct-4bit,qwen,mlx,4,recency,recency,128,ruler,15687,,164.9213593028435,5.10546875,False,False,0.0,False,0.0,False,string_match_all,ruler_public_string_match,True,string_match_all,0.0,0.0,0.0,128,128,128.0,211.71066220899957,103.0138814589991,5.4951481250082,0.0,0.0,0.0,0.0,23.293275647562094,42.93084472662656,0,15679,False,,,False
official_ruler_niah_single_qwen25_7b,20260611_225910,13,mlx-community/Qwen2.5-7B-Instruct-4bit,qwen,mlx,4,recency,recency,128,ruler,15684,,221.06073880966076,5.3984375,False,False,0.0,False,0.0,False,string_match_all,ruler_public_string_match,True,string_match_all,0.0,0.0,0.0,128,128,128.0,212.6071736670001,103.4385062500005,5.484683167005642,0.0,0.0,0.0,0.0,23.337719992653923,42.849087242231576,0,15676,False,,,False
official_ruler_niah_single_qwen25_7b,20260611_225910,14,mlx-community/Qwen2.5-7B-Instruct-4bit,qwen,mlx,4,recency,recency,128,ruler,15687,,424.4444978122241,6.05078125,False,False,0.0,False,0.0,False,string_match_all,ruler_public_string_match,True,string_match_all,0.0,0.0,0.0,128,128,128.0,211.70498437400056,102.96032270799878,5.51312458002576,0.0,0.0,0.0,0.0,23.21732406768902,43.07128578145125,0,15679,False,,,False
official_ruler_niah_single_qwen25_7b,20260611_225910,15,mlx-community/Qwen2.5-7B-Instruct-4bit,qwen,mlx,4,recency,recency,128,ruler,15684,,246.12988268620114,5.505859375,False,False,0.0,False,0.0,False,string_match_all,ruler_public_string_match,True,string_match_all,0.0,0.0,0.0,128,128,128.0,212.65672870900016,103.45509279200087,5.488438707008754,0.0,0.0,0.0,0.0,23.32175083535935,42.87842739850589,0,15676,False,,,False
official_ruler_niah_single_qwen25_7b,20260611_225910,16,mlx-community/Qwen2.5-7B-Instruct-4bit,qwen,mlx,4,recency,recency,128,ruler,15684,,191.3121237449989,5.25390625,False,False,0.0,False,0.0,False,string_match_all,ruler_public_string_match,True,string_match_all,0.0,0.0,0.0,128,128,128.0,212.60597279300055,103.42232666699965,5.504613462004272,0.0,0.0,0.0,0.0,23.25322220779408,43.004792671908376,0,15676,False,,,False
official_ruler_niah_single_qwen25_7b,20260611_225910,17,mlx-community/Qwen2.5-7B-Instruct-4bit,qwen,mlx,4,recency,recency,128,ruler,15684,,125.4655539023251,4.83203125,False,False,0.0,False,0.0,False,string_match_all,ruler_public_string_match,True,string_match_all,0.0,0.0,0.0,128,128,128.0,212.61236470699805,103.4458677090006,5.494098289989779,0.0,0.0,0.0,0.0,23.297726622986595,42.92264289054515,0,15676,False,,,False
